order_id,customer_id,customer_type,order_date,order_month,order_year,order_status,order_amount,payment_id,payment_method,payment_status,payment_date,payment_outcome_label
42196db3-f68a-4457-8e2b-303677c2c69e,9109,"Repeat Customer",2025-04-25,April,2025,pending,210.48,503934e5-b1e6-4e6a-99ad-b472be7a1ebb,"bank transfer",pending,2021-03-01," Pending"
e066bb3a-e326-46d2-9a75-4bc2041d216c,2365,"Repeat Customer",2025-04-25,April,2025,pending,206.63,NULL,NULL,NULL,NULL," Pending"
3c317ca1-a885-466c-b6d0-3463c78a7f9d,7752,"Repeat Customer",2025-04-25,April,2025,pending,157.99,NULL,NULL,NULL,NULL," Pending"
a0049045-9f01-45f8-a420-1bf92032d6bb,5115,"Repeat Customer",2025-04-24,April,2025,pending,405.55,5c242b55-0539-4ac8-927c-63485061e57d,paypal,completed,2024-01-09," Pending"
69fa3809-5ce9-4606-bc5c-3f4fdc996b5a,1262,"Repeat Customer",2025-04-24,April,2025,delivered,115.63,fdbed4e9-8c6f-4263-b0d8-09a80af500ea,"credit card",failed,2020-09-21," Failed"
60018a72-f242-48ad-9af3-900fc47f32a1,2765,"Repeat Customer",2025-04-24,April,2025,shipped,19.17,NULL,NULL,NULL,NULL," Pending"
a0049045-9f01-45f8-a420-1bf92032d6bb,5115,"Repeat Customer",2025-04-24,April,2025,pending,405.55,98a2062f-7f01-464a-bdce-fb962a867449,paypal,completed,2022-04-27," Pending"
a0049045-9f01-45f8-a420-1bf92032d6bb,5115,"Repeat Customer",2025-04-24,April,2025,pending,405.55,dc7e0c8c-3c08-48b4-a186-4fc83d497b62,"credit card",pending,2023-12-19," Pending"
6d18e28a-57ea-4e8a-a49c-00493b326d6f,9566,"One-Time Customer",2025-04-24,April,2025,delivered,60.49,bb3d04f7-4178-4571-85de-044f038c62e8,"credit card",completed,2024-10-11," Pending"
74befeb3-dc35-4bc3-b68d-8e9bd62438d6,6974,"Repeat Customer",2025-04-24,April,2025,delivered,446.97,1fcf1725-633c-41f9-8188-51708e9c6b4c,paypal,failed,2023-06-11," Failed"
5c8f6f56-7ebc-4196-961e-67900cbefeb0,5055,"Repeat Customer",2025-04-24,April,2025,shipped,155.88,NULL,NULL,NULL,NULL," Pending"
614ccbbe-6e92-4769-b696-12723ed21465,5079,"Repeat Customer",2025-04-24,April,2025,shipped,494.87,4732d589-d104-4856-8914-8f1af9aa6812,paypal,pending,2021-04-14," Pending"
63020338-94fc-4645-a02f-96deea8e21ba,4275,"Repeat Customer",2025-04-24,April,2025,pending,351.97,NULL,NULL,NULL,NULL," Pending"
14dac16d-c277-44e3-8b0f-9d571f5f8b21,8123,"Repeat Customer",2025-04-23,April,2025,delivered,14.27,da8febf1-9615-49dd-970c-958e8093d7f6,"bank transfer",pending,2021-07-12," Pending"
14dac16d-c277-44e3-8b0f-9d571f5f8b21,8123,"Repeat Customer",2025-04-23,April,2025,delivered,14.27,7203b232-4383-4b4b-ad8b-5f6b66986960,"bank transfer",failed,2022-11-07," Failed"
8872f2ca-683e-46dd-b00f-93488d9ed4ff,2253,"Repeat Customer",2025-04-23,April,2025,delivered,459.48,NULL,NULL,NULL,NULL," Pending"
1ec72f1b-2912-4b74-8b1d-cfb273c16eff,1953,"Repeat Customer",2025-04-23,April,2025,shipped,261.64,NULL,NULL,NULL,NULL," Pending"
7db542a0-f9f6-4632-b0f5-3a54e683970e,9177,"Repeat Customer",2025-04-23,April,2025,delivered,259.2,06391ecb-b243-443a-bc83-fc7884223de1,paypal,pending,2024-06-11," Pending"
7db542a0-f9f6-4632-b0f5-3a54e683970e,9177,"Repeat Customer",2025-04-23,April,2025,delivered,259.2,19733f1b-838c-4fd3-bbdb-497079a2a67a,"bank transfer",failed,2024-01-30," Failed"
7db542a0-f9f6-4632-b0f5-3a54e683970e,9177,"Repeat Customer",2025-04-23,April,2025,delivered,259.2,df60968e-bab5-4d8d-a78b-d6a702673a73,"credit card",completed,2020-04-15," Pending"
44f7f959-c695-4fd7-92f9-102942e63127,1653,"Repeat Customer",2025-04-23,April,2025,pending,180.18,a0b05d87-eb57-461e-bdd4-1d2bc39b8770,"credit card",failed,2021-12-22," Failed"
14dac16d-c277-44e3-8b0f-9d571f5f8b21,8123,"Repeat Customer",2025-04-23,April,2025,delivered,14.27,4d95d72d-6b8f-4093-9e79-868d964715c3,"bank transfer",completed,2024-12-05," Pending"
6bc9993f-bf40-4d97-9e38-937654eca715,2744,"Repeat Customer",2025-04-23,April,2025,pending,350.79,5d4a9ec4-dcaf-4327-b197-5c6928ee2a1a,"bank transfer",pending,2020-05-20," Pending"
6bc9993f-bf40-4d97-9e38-937654eca715,2744,"Repeat Customer",2025-04-23,April,2025,pending,350.79,c500d67f-c4b7-4046-9e04-f7965cd91472,paypal,completed,2022-10-10," Pending"
6bc9993f-bf40-4d97-9e38-937654eca715,2744,"Repeat Customer",2025-04-23,April,2025,pending,350.79,8068bb67-0780-45c6-8229-3922b0a51bb2,"credit card",failed,2020-11-28," Failed"
7504e385-dec0-4e60-a21b-725667639d46,5122,"Repeat Customer",2025-04-22,April,2025,pending,318.27,749c21ca-f026-4765-b01a-d463fd3c5934,"credit card",pending,2024-01-26," Pending"
7504e385-dec0-4e60-a21b-725667639d46,5122,"Repeat Customer",2025-04-22,April,2025,pending,318.27,75778b6f-4e65-4583-86ae-01a4f6de1a05,paypal,failed,2022-11-29," Failed"
4dbe9d13-a570-4b16-adf7-0b8e20243c83,5015,"Repeat Customer",2025-04-22,April,2025,delivered,227.53,NULL,NULL,NULL,NULL," Pending"
089b8b7f-05da-4ede-b04a-a7af025667f3,3532,"Repeat Customer",2025-04-22,April,2025,shipped,463.62,b8ea86ad-0001-439c-b69f-b85b5838291e,paypal,completed,2024-03-24," Pending"
9ee37e30-2367-49d7-b1f6-cd0ded1171b1,4943,"Repeat Customer",2025-04-22,April,2025,shipped,285.94,NULL,NULL,NULL,NULL," Pending"
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,"Repeat Customer",2025-04-22,April,2025,shipped,120.07,766b2f24-12a1-4aa9-b4a4-3dfac6b5e8f3,"bank transfer",completed,2024-01-20," Pending"
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,"Repeat Customer",2025-04-22,April,2025,shipped,120.07,3eab1e9e-ee3d-4773-bf64-4a429e785509,"credit card",pending,2020-12-10," Pending"
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,"Repeat Customer",2025-04-22,April,2025,shipped,120.07,bb92c771-c394-4cc1-812d-5f29c58b874e,"credit card",completed,2022-11-22," Pending"
6a6e5b3c-7d02-4630-9520-a7ac073d1656,1750,"Repeat Customer",2025-04-22,April,2025,shipped,495.56,7fee2997-99ff-4d40-aa34-c5c4d9313691,"bank transfer",failed,2025-03-21," Failed"
ea51c92c-83f1-40a9-9a61-895132a9cd4c,9868,"Repeat Customer",2025-04-21,April,2025,shipped,457.36,NULL,NULL,NULL,NULL," Pending"
de87fd3d-50e0-443e-9585-b7ca02264120,9946,"Repeat Customer",2025-04-21,April,2025,shipped,327.98,NULL,NULL,NULL,NULL," Pending"
e79a474a-110a-4a98-8722-78db8c01e005,3193,"Repeat Customer",2025-04-21,April,2025,shipped,476.18,NULL,NULL,NULL,NULL," Pending"
3caa8204-c75c-4cb1-8f7c-5bf2710c966e,3282,"Repeat Customer",2025-04-21,April,2025,shipped,260.53,0e9f8096-fadd-46cb-b7ea-281f35466c34,paypal,pending,2020-03-17," Pending"
3caa8204-c75c-4cb1-8f7c-5bf2710c966e,3282,"Repeat Customer",2025-04-21,April,2025,shipped,260.53,b3c724cd-cc49-456e-9cce-21b2d618f87e,"credit card",pending,2020-09-28," Pending"
56d1e3ec-0653-44ca-80e7-bf4007561387,1494,"Repeat Customer",2025-04-21,April,2025,pending,136.34,NULL,NULL,NULL,NULL," Pending"
71553641-c6a3-4301-ba75-36c4d49d0e3e,9944,"Repeat Customer",2025-04-21,April,2025,shipped,83.31,105ec92c-54a8-4f7f-91fd-51032e14de8c,"credit card",completed,2023-11-11," Pending"
b6f1aec3-f848-4b4d-be64-b2983e80dc43,2411,"Repeat Customer",2025-04-21,April,2025,pending,164.34,NULL,NULL,NULL,NULL," Pending"
4c229ffa-b800-477f-b59a-0b93dbfcbb19,1296,"Repeat Customer",2025-04-21,April,2025,shipped,280.72,NULL,NULL,NULL,NULL," Pending"
310e2285-390f-40f4-b575-fd299896bf5d,4095,"Repeat Customer",2025-04-21,April,2025,shipped,196.32,NULL,NULL,NULL,NULL," Pending"
3bd5afd9-624a-4cef-a4cb-ecdcbbb6aec5,5644,"Repeat Customer",2025-04-20,April,2025,delivered,115.63,NULL,NULL,NULL,NULL," Pending"
8a2d08f1-9625-4844-9fed-96adcfb9d68b,9986,"Repeat Customer",2025-04-20,April,2025,pending,483.78,098b3309-020b-458e-8fb5-ffba1b63635c,paypal,failed,2022-07-27," Failed"
93350ae1-0242-4f28-8138-5c5965552cef,7010,"Repeat Customer",2025-04-20,April,2025,shipped,275.6,NULL,NULL,NULL,NULL," Pending"
39e0182b-fbff-49d9-9b2f-61881974493e,8107,"Repeat Customer",2025-04-20,April,2025,shipped,16.06,NULL,NULL,NULL,NULL," Pending"
ddcb62d1-790d-446d-aa41-306b3b2b15b3,5071,"One-Time Customer",2025-04-20,April,2025,shipped,48.06,2f3dc42f-6148-4c59-8041-db83fcb56e65,paypal,failed,2021-09-01," Failed"
ddcb62d1-790d-446d-aa41-306b3b2b15b3,5071,"One-Time Customer",2025-04-20,April,2025,shipped,48.06,94f528fb-b0b0-4464-8545-370aee778bf9,paypal,pending,2025-04-22," Pending"
ddcb62d1-790d-446d-aa41-306b3b2b15b3,5071,"One-Time Customer",2025-04-20,April,2025,shipped,48.06,32f1c7cd-3d3c-4fa0-b234-e9c7137c9355,"credit card",failed,2020-07-06," Failed"
7f55a5b2-4f2c-4667-a566-1acb6446ba61,3865,"One-Time Customer",2025-04-20,April,2025,pending,270.69,01a45abd-c171-4398-b1b7-406f0c97832b,"credit card",pending,2024-10-18," Pending"
7f55a5b2-4f2c-4667-a566-1acb6446ba61,3865,"One-Time Customer",2025-04-20,April,2025,pending,270.69,aa81ce03-04af-4d0b-ac8d-7825717abd87,paypal,completed,2024-10-28," Pending"
7ad86222-96b4-48f8-b7ec-cbb78fffb7e5,4366,"Repeat Customer",2025-04-20,April,2025,delivered,192.75,NULL,NULL,NULL,NULL," Pending"
376f8cd9-50d7-4852-84e6-a27bc493f0a5,9537,"Repeat Customer",2025-04-19,April,2025,shipped,468.41,87166399-f82f-4b0e-a5d3-cc40c944269a,"credit card",failed,2023-11-08," Failed"
83cc86a5-9345-4f47-ba95-17a1c2566e20,6816,"Repeat Customer",2025-04-19,April,2025,shipped,435.36,NULL,NULL,NULL,NULL," Pending"
4127bc7d-a1c7-47a4-8f32-d212c665abd6,5148,"Repeat Customer",2025-04-19,April,2025,pending,307.23,NULL,NULL,NULL,NULL," Pending"
bfb0d41b-b2a9-47cc-b9c0-7d2df03e71ca,2501,"Repeat Customer",2025-04-19,April,2025,pending,24.68,NULL,NULL,NULL,NULL," Pending"
84dd5a6b-349d-4747-9d71-82008303ab65,2766,"Repeat Customer",2025-04-19,April,2025,pending,242.05,NULL,NULL,NULL,NULL," Pending"
71b28316-7b2a-46c0-a9ac-41ced95ea6b2,5751,"Repeat Customer",2025-04-19,April,2025,shipped,151.83,NULL,NULL,NULL,NULL," Pending"
f2bd1f28-d310-4272-a4a5-4eba8d294cf2,1725,"Repeat Customer",2025-04-19,April,2025,delivered,285.98,1229213e-bcea-4b5b-b2e7-a26ec5663e8e,paypal,failed,2021-12-17," Failed"
6c4f6154-c5bf-4f9e-85d4-03a30d3ffe0e,8021,"Repeat Customer",2025-04-19,April,2025,shipped,395.84,65695266-2739-4bad-afe5-3feef05bce32,"credit card",pending,2023-11-09," Pending"
3280a59c-fee0-490e-b469-03967a6e20fd,7943,"One-Time Customer",2025-04-19,April,2025,shipped,479.31,0b3389ca-58a2-4e1c-8418-911a97b88b6a,paypal,completed,2021-12-08," Pending"
eb41741c-b3cb-4f3f-b673-bc43d5cc7e0b,3869,"Repeat Customer",2025-04-19,April,2025,pending,316.74,21368fdb-bc60-4008-b1a9-6a3ca3a9e685,"bank transfer",pending,2020-12-03," Pending"
2d31759b-c80d-4bcb-98ae-b2eacb2e776c,5453,"Repeat Customer",2025-04-19,April,2025,delivered,419.5,9bc6beae-bfea-48b6-90a7-b18597f9ef3a,paypal,failed,2023-05-04," Failed"
2d31759b-c80d-4bcb-98ae-b2eacb2e776c,5453,"Repeat Customer",2025-04-19,April,2025,delivered,419.5,0ca85a3a-e332-4678-89dc-d9e6ac00b324,"bank transfer",pending,2023-12-02," Pending"
eb41741c-b3cb-4f3f-b673-bc43d5cc7e0b,3869,"Repeat Customer",2025-04-19,April,2025,pending,316.74,8740b63e-f753-47eb-a68a-8e5bdb8bb092,"bank transfer",pending,2022-11-10," Pending"
943df5a4-5df8-4bfa-a9de-e8be8b60a845,9886,"Repeat Customer",2025-04-19,April,2025,delivered,491.5,NULL,NULL,NULL,NULL," Pending"
1dbb04f2-6715-4192-a333-7d9b2c4ca2f2,9119,"Repeat Customer",2025-04-19,April,2025,delivered,401.91,NULL,NULL,NULL,NULL," Pending"
dee69650-c711-4768-8b81-5651824472b8,3216,"Repeat Customer",2025-04-19,April,2025,shipped,334.62,64ef00ac-fb23-4323-a14f-65f5b48853e7,paypal,failed,2021-09-30," Failed"
dee69650-c711-4768-8b81-5651824472b8,3216,"Repeat Customer",2025-04-19,April,2025,shipped,334.62,47ecb0e5-c99b-4f7b-99b3-f1fc09c3b3e3,"bank transfer",pending,2023-07-10," Pending"
cacd0a1b-5b9d-4525-8e0c-a7b10671b650,7465,"Repeat Customer",2025-04-19,April,2025,pending,28.92,a3668bd2-87ac-439f-8e76-b42cbdf98132,"credit card",failed,2023-07-24," Failed"
83fa7a28-d072-409b-b1ff-0baa2eaf1c40,2661,"Repeat Customer",2025-04-18,April,2025,pending,331.38,5fe700ed-84db-4b81-8b38-32b119cec080,paypal,completed,2022-01-17," Pending"
83fa7a28-d072-409b-b1ff-0baa2eaf1c40,2661,"Repeat Customer",2025-04-18,April,2025,pending,331.38,3b52086e-f220-4060-a198-85b73a07b280,"credit card",completed,2023-03-02," Pending"
88acfe6f-3bdc-467f-b300-23a69105fb16,5162,"Repeat Customer",2025-04-18,April,2025,pending,417.71,6f49c174-c618-4294-ab92-f45aa3a6bd37,paypal,failed,2024-09-18," Failed"
ed181305-75f2-4acd-8cbd-2d26b59f636a,8671,"One-Time Customer",2025-04-18,April,2025,shipped,482.13,360703c9-d84f-4c5e-8c87-5e91ed9e7ad9,paypal,completed,2020-04-12," Pending"
366a4680-49ad-4cf9-861e-64419fa9410b,2270,"Repeat Customer",2025-04-18,April,2025,pending,59.37,NULL,NULL,NULL,NULL," Pending"
b7a23a8b-8fd5-4ffb-b772-025d2caebc6f,6101,"Repeat Customer",2025-04-18,April,2025,delivered,447.32,86a1fe30-50c8-4caf-bc53-f5fbed3881be,"bank transfer",failed,2021-01-10," Failed"
b7a23a8b-8fd5-4ffb-b772-025d2caebc6f,6101,"Repeat Customer",2025-04-18,April,2025,delivered,447.32,59c38e9a-96c3-471c-a7a1-dca2ea18a7e1,"bank transfer",completed,2024-10-13," Pending"
b7a23a8b-8fd5-4ffb-b772-025d2caebc6f,6101,"Repeat Customer",2025-04-18,April,2025,delivered,447.32,924832be-c22d-439f-811f-667037eea01a,"credit card",failed,2020-03-25," Failed"
48ce21b7-7df1-4e97-990b-2b08552c14f0,7957,"Repeat Customer",2025-04-18,April,2025,delivered,339.94,7e56158d-bb8a-43c2-8c7d-017e0ae2a1a6,"credit card",pending,2024-11-04," Pending"
c997f665-cc8b-487e-ae53-0f44dabbf443,7984,"Repeat Customer",2025-04-18,April,2025,pending,208.08,c2820997-332e-4969-9de5-6f5b094e369a,"credit card",failed,2022-12-31," Failed"
b56d30c5-0155-468e-b247-91fcfa228109,7108,"Repeat Customer",2025-04-17,April,2025,pending,47.29,NULL,NULL,NULL,NULL," Pending"
7482df1e-fe5c-4b01-9f4b-3dc4764f7f43,3450,"Repeat Customer",2025-04-17,April,2025,delivered,170.15,ecdff0de-25c8-4bfd-a702-fe2c321fbff1,"credit card",pending,2021-07-04," Pending"
29493a8c-0310-4698-9bab-2bc9f3299ec2,6825,"Repeat Customer",2025-04-17,April,2025,shipped,294.2,NULL,NULL,NULL,NULL," Pending"
34b1f55c-a9bc-4cb6-a25b-91ef772c1b42,1255,"Repeat Customer",2025-04-17,April,2025,shipped,348.6,NULL,NULL,NULL,NULL," Pending"
3aa6bfd9-3670-4296-9908-cdcdc7609e6b,1174,"Repeat Customer",2025-04-17,April,2025,pending,105.96,439d7f91-3909-433e-bbda-0b81de8403c0,"credit card",failed,2020-09-29," Failed"
71e6c7e5-13d0-4e74-b018-37aeaaedbfc4,7265,"Repeat Customer",2025-04-17,April,2025,shipped,99.34,a6cdab41-273b-4684-828f-ddab3f92da6c,"bank transfer",failed,2024-07-19," Failed"
ae0bb19b-9879-4fd0-bacb-b0fb0dc53f32,1356,"Repeat Customer",2025-04-17,April,2025,shipped,387.19,NULL,NULL,NULL,NULL," Pending"
9825c611-963e-494f-af5b-6bea1651b2c5,3461,"Repeat Customer",2025-04-17,April,2025,delivered,269.06,6eed679e-43ba-4e10-b1b7-d4b3dccc8c12,paypal,failed,2023-09-03," Failed"
a39c6fe7-f7ed-4bd0-bfa5-fbaa0d118fd3,9870,"Repeat Customer",2025-04-17,April,2025,pending,466.54,NULL,NULL,NULL,NULL," Pending"
04c56a84-3565-4641-8886-70ed037a9b6f,3838,"Repeat Customer",2025-04-17,April,2025,pending,281.91,NULL,NULL,NULL,NULL," Pending"
71e6c7e5-13d0-4e74-b018-37aeaaedbfc4,7265,"Repeat Customer",2025-04-17,April,2025,shipped,99.34,d89c9f3b-3737-4636-b50b-37670744af3d,"credit card",pending,2023-11-29," Pending"
ae786467-07c0-4f25-99cf-2fd11fc129bf,6834,"Repeat Customer",2025-04-17,April,2025,shipped,230.6,NULL,NULL,NULL,NULL," Pending"
3aa6bfd9-3670-4296-9908-cdcdc7609e6b,1174,"Repeat Customer",2025-04-17,April,2025,pending,105.96,c724a8df-fe66-4043-9181-15f3aaf99ff1,paypal,pending,2022-04-16," Pending"
0e061b7b-875a-44d7-8680-b5cfc5b8e98c,4977,"Repeat Customer",2025-04-16,April,2025,shipped,297.03,4ba296e6-b2ab-4bd4-adc1-2e45f27200f0,"credit card",failed,2022-12-22," Failed"
74cea037-fa7e-44ad-9044-8aecc6f897ec,4738,"One-Time Customer",2025-04-16,April,2025,shipped,192.78,f610be16-44de-48cb-8979-526fd65c1217,"credit card",completed,2022-10-24," Pending"
efcb24d9-f64b-4d8d-9593-3c504bc8a2e8,2142,"Repeat Customer",2025-04-16,April,2025,shipped,17.46,afd32359-3ba2-4a76-9bf3-5f4168bc2b01,"bank transfer",completed,2023-09-20," Pending"
0bbf509c-c27c-4bbd-b420-3d372deed670,2922,"Repeat Customer",2025-04-16,April,2025,shipped,61.54,f18dcd70-6336-4f5e-927c-cf1d3bb435a8,"credit card",failed,2020-04-11," Failed"
0bbf509c-c27c-4bbd-b420-3d372deed670,2922,"Repeat Customer",2025-04-16,April,2025,shipped,61.54,a30c1134-f6f6-4b91-b47c-f34617e5efe4,"bank transfer",pending,2020-11-03," Pending"
efcb24d9-f64b-4d8d-9593-3c504bc8a2e8,2142,"Repeat Customer",2025-04-16,April,2025,shipped,17.46,91cdf7a0-cd75-4fc7-b152-68ebf578890d,paypal,completed,2020-04-21," Pending"
efcb24d9-f64b-4d8d-9593-3c504bc8a2e8,2142,"Repeat Customer",2025-04-16,April,2025,shipped,17.46,93e6a8a8-758a-41f8-9853-de60bbf24501,paypal,failed,2024-06-22," Failed"
0e061b7b-875a-44d7-8680-b5cfc5b8e98c,4977,"Repeat Customer",2025-04-16,April,2025,shipped,297.03,bc72a369-9b53-4816-a058-88c038ca2df0,paypal,failed,2023-12-28," Failed"
8b3d2305-f8ea-4259-8dba-7febf9a250e7,7464,"Repeat Customer",2025-04-16,April,2025,delivered,19.79,NULL,NULL,NULL,NULL," Pending"
d2ee680c-5fd5-48f0-bf83-3baa089d149a,2244,"Repeat Customer",2025-04-16,April,2025,delivered,459.17,NULL,NULL,NULL,NULL," Pending"
30156eec-260a-461c-9b34-fc426c121774,5006,"Repeat Customer",2025-04-16,April,2025,pending,32.53,NULL,NULL,NULL,NULL," Pending"
0759362c-06a0-45e6-82f2-f74f129b0ece,3412,"Repeat Customer",2025-04-16,April,2025,pending,209.05,NULL,NULL,NULL,NULL," Pending"
b8f3a875-8ed5-4f25-9975-ffded434a2cf,2031,"Repeat Customer",2025-04-16,April,2025,shipped,287.91,1bde7587-779d-480a-a959-fba002767ffa,"credit card",completed,2023-06-27," Pending"
bde7b4e0-220e-413c-a9c9-19808fb67650,1494,"Repeat Customer",2025-04-16,April,2025,shipped,81.97,e3067fff-98e7-49fd-acf1-755f8b1f502e,"bank transfer",failed,2021-11-02," Failed"
e657ed16-1456-4aec-98d9-d6e7619131b3,8817,"Repeat Customer",2025-04-16,April,2025,shipped,385.27,NULL,NULL,NULL,NULL," Pending"
e7ddd439-3379-48c9-81ac-79d4236f3e0f,4872,"Repeat Customer",2025-04-16,April,2025,delivered,244.59,e7459c52-97ad-4b98-b913-4f26b56aefe4,paypal,pending,2022-11-17," Pending"
eab44fc1-a1fc-4e0f-8bd5-d9d03069238c,8108,"One-Time Customer",2025-04-15,April,2025,pending,246.86,565a4dfa-b2de-4ab0-98fd-f162ed06b3c0,"bank transfer",failed,2024-03-08," Failed"
48347a9b-2e7e-443a-b34f-8f94b38310c6,2835,"Repeat Customer",2025-04-15,April,2025,shipped,127.2,e97759a8-8fef-41ee-9d97-029b9f28eba6,paypal,completed,2021-03-06," Pending"
